Posição,Pos. Med Mov.,Velocidade,Vel. Med. Mov.,Aceleração,Gravidade,Energia Cinética,Energia Pot.,Tempo
"0,060","0,046","1,269","1,191","12,718",,"0,0087","0,1164","0,11458"
"0,061","0,048","1,304","1,207","14,930",,"0,0090","0,1162","0,11563"
"0,062","0,049","1,301","1,223","15,667",,"0,0092","0,1161","0,11667"
"0,064","0,051","1,306","1,239","15,114",,"0,0094","0,1159","0,11771"
"0,065","0,052","1,315","1,257","17,188",,"0,0097","0,1158","0,11875"
"0,067","0,053","1,320","1,270","13,271",,"0,0099","0,1156","0,11979"
"0,068","0,055","1,345","1,286","14,976",,"0,0102","0,1154","0,12083"
"0,069","0,056","1,325","1,296","10,045",,"0,0103","0,1152","0,12188"
"0,071","0,057","1,340","1,309","11,796",,"0,0105","0,1150","0,12292"
"0,072","0,059","1,335","1,316","7,004",,"0,0107","0,1148","0,12396"
"0,074","0,060","1,374","1,327","10,138",,"0,0108","0,1146","0,12500"
"0,076","0,062","1,368","1,333","6,175",,"0,0109","0,1144","0,12604"
"0,077","0,063","1,379","1,341","7,419",,"0,0111","0,1142","0,12708"
"0,079","0,065","1,394","1,350","8,433",,"0,0112","0,1140","0,12813"
"0,080","0,066","1,445","1,363","12,488",,"0,0114","0,1138","0,12917"
"0,082","0,068","1,432","1,374","10,737",,"0,0116","0,1136","0,13021"
"0,084","0,069","1,453","1,385","10,414",,"0,0118","0,1134","0,13125"
"0,086","0,071","1,444","1,397","11,474",,"0,0120","0,1132","0,13229"
"0,087","0,072","1,436","1,406","9,262",,"0,0122","0,1130","0,13333"
"0,089","0,074","1,446","1,417","10,598",,"0,0124","0,1128","0,13438"
"0,090","0,075","1,458","1,426","8,018",,"0,0125","0,1127","0,13542"
"0,092","0,077","1,469","1,436","9,677",,"0,0127","0,1124","0,13646"
"0,093","0,078","1,503","1,448","11,935",,"0,0129","0,1122","0,13750"
"0,095","0,080","1,520","1,461","12,119",,"0,0131","0,1120","0,13854"
"0,097","0,081","1,543","1,470","9,400",,"0,0133","0,1118","0,13958"
"0,099","0,083","1,559","1,483","12,165",,"0,0135","0,1115","0,14063"
"0,100","0,085","1,540","1,492","8,294",,"0,0137","0,1114","0,14167"
"0,102","0,086","1,565","1,504","11,612",,"0,0139","0,1112","0,14271"
"0,104","0,088","1,599","1,520","15,621",,"0,0142","0,1109","0,14375"
"0,106","0,090","1,615","1,537","16,220",,"0,0145","0,1107","0,14479"
"0,108","0,091","1,617","1,553","15,299",,"0,0148","0,1104","0,14583"
"0,109","0,093","1,597","1,566","12,349",,"0,0151","0,1103","0,14688"
"0,110","0,095","1,577","1,573","7,142",,"0,0152","0,1102","0,14792"
"0,112","0,096","1,596","1,581","7,235",,"0,0154","0,1099","0,14896"
"0,114","0,098","1,614","1,588","6,820",,"0,0155","0,1097","0,15000"
"0,116","0,100","1,626","1,595","6,405",,"0,0156","0,1094","0,15104"
"0,118","0,101","1,648","1,605","10,368",,"0,0159","0,1092","0,15208"
"0,120","0,103","1,655","1,614","8,617",,"0,0160","0,1089","0,15313"
"0,122","0,105","1,687","1,623","8,479",,"0,0162","0,1087","0,15417"
"0,124","0,107","1,694","1,631","7,649",,"0,0164","0,1084","0,15521"
"0,125","0,108","1,683","1,638","6,313",,"0,0165","0,1083","0,15625"
"0,127","0,110","1,687","1,647","8,571",,"0,0167","0,1081","0,15729"
"0,129","0,112","1,706","1,660","12,349",,"0,0169","0,1078","0,15833"
"0,131","0,114","1,709","1,671","10,875",,"0,0172","0,1076","0,15938"
"0,133","0,115","1,728","1,682","10,921",,"0,0174","0,1073","0,16042"
"0,135","0,117","1,728","1,693","9,861",,"0,0176","0,1071","0,16146"
"0,136","0,119","1,728","1,701","7,695",,"0,0178","0,1070","0,16250"
"0,138","0,121","1,728","1,708","7,004",,"0,0179","0,1067","0,16354"
"0,141","0,123","1,776","1,717","8,525",,"0,0181","0,1063","0,16458"
"0,142","0,125","1,728","1,720","3,226",,"0,0182","0,1062","0,16563"
"0,144","0,126","1,728","1,725","4,332",,"0,0183","0,1060","0,16667"
"0,146","0,128","1,776","1,734","8,571",,"0,0185","0,1057","0,16771"
"0,148","0,130","1,824","1,745","11,336",,"0,0187","0,1055","0,16875"
"0,150","0,132","1,824","1,757","11,059",,"0,0190","0,1052","0,16979"
"0,152","0,134","1,824","1,766","9,216",,"0,0192","0,1050","0,17083"
"0,155","0,136","1,872","1,781","13,778",,"0,0195","0,1046","0,17188"
"0,156","0,138","1,824","1,790","9,216",,"0,0197","0,1045","0,17292"
"0,159","0,140","1,872","1,805","13,824",,"0,0200","0,1041","0,17396"
"0,160","0,142","1,824","1,810","4,608",,"0,0201","0,1040","0,17500"
"0,163","0,144","1,872","1,824","13,824",,"0,0205","0,1036","0,17604"
"0,164","0,145","1,872","1,838","13,824",,"0,0208","0,1035","0,17708"
"0,167","0,147","1,920","1,853","13,824",,"0,0211","0,1031","0,17813"
"0,168","0,149","1,872","1,858","4,608",,"0,0212","0,1030","0,17917"
"0,171","0,151","1,920","1,867","9,216",,"0,0214","0,1026","0,18021"
"0,172","0,153","1,872","1,872","4,608",,"0,0216","0,1025","0,18125"
"0,175","0,155","1,920","1,877","4,608",,"0,0217","0,1021","0,18229"
"0,177","0,157","1,968","1,891","13,824",,"0,0220","0,1019","0,18333"
"0,180","0,160","2,016","1,906","13,824",,"0,0223","0,1015","0,18438"
"0,181","0,162","1,920","1,915","9,216",,"0,0226","0,1014","0,18542"
"0,184","0,164","2,016","1,930","13,824",,"0,0229","0,1010","0,18646"
"0,185","0,166","1,968","1,939","9,216",,"0,0231","0,1009","0,18750"
"0,187","0,168","1,968","1,944","4,608",,"0,0232","0,1006","0,18854"
"0,190","0,170","2,016","1,958","13,824",,"0,0236","0,1003","0,18958"
"0,192","0,172","2,016","1,968","9,216",,"0,0238","0,1000","0,19063"
"0,194","0,174","2,016","1,982","13,824",,"0,0242","0,0998","0,19167"
"0,196","0,176","1,968","1,987","4,608",,"0,0243","0,0995","0,19271"
"0,198","0,178","2,016","1,992","4,608",,"0,0244","0,0993","0,19375"
"0,201","0,180","2,016","1,992","0,000",,"0,0244","0,0989","0,19479"
"0,203","0,182","2,064","2,006","13,824",,"0,0248","0,0987","0,19583"
"0,205","0,185","2,016","2,006","0,000",,"0,0248","0,0984","0,19688"
"0,208","0,187","2,112","2,021","13,824",,"0,0251","0,0980","0,19792"
"0,210","0,189","2,064","2,030","9,216",,"0,0254","0,0978","0,19896"
"0,212","0,191","2,112","2,040","9,216",,"0,0256","0,0975","0,20000"
"0,215","0,193","2,112","2,050","9,216",,"0,0258","0,0972","0,20104"
"0,216","0,195","2,112","2,059","9,216",,"0,0261","0,0970","0,20208"
"0,219","0,198","2,112","2,074","13,824",,"0,0264","0,0967","0,20313"
"0,221","0,200","2,112","2,083","9,216",,"0,0267","0,0964","0,20417"
"0,224","0,202","2,112","2,093","9,216",,"0,0269","0,0961","0,20521"
"0,226","0,204","2,160","2,102","9,216",,"0,0272","0,0958","0,20625"
"0,228","0,207","2,112","2,112","9,216",,"0,0274","0,0956","0,20729"
"0,230","0,209","2,160","2,117","4,608",,"0,0276","0,0953","0,20833"
"0,233","0,211","2,208","2,131","13,824",,"0,0279","0,0949","0,20938"
"0,235","0,213","2,160","2,136","4,608",,"0,0281","0,0947","0,21042"
"0,238","0,216","2,208","2,146","9,216",,"0,0283","0,0943","0,21146"
"0,240","0,218","2,208","2,155","9,216",,"0,0286","0,0941","0,21250"
"0,243","0,220","2,256","2,170","13,824",,"0,0289","0,0937","0,21354"
"0,246","0,223","2,304","2,189","18,432",,"0,0295","0,0933","0,21458"
"0,248","0,225","2,256","2,203","13,824",,"0,0299","0,0931","0,21562"
"0,250","0,227","2,256","2,213","9,216",,"0,0301","0,0928","0,21667"
"0,253","0,230","2,304","2,232","18,432",,"0,0306","0,0925","0,21771"
"0,255","0,232","2,256","2,242","9,216",,"0,0309","0,0922","0,21875"
"0,258","0,235","2,304","2,251","9,216",,"0,0312","0,0919","0,21979"
"0,260","0,237","2,304","2,266","13,824",,"0,0316","0,0916","0,22083"
"0,263","0,239","2,304","2,275","9,216",,"0,0318","0,0912","0,22187"
"0,265","0,242","2,352","2,290","13,824",,"0,0322","0,0910","0,22292"
"0,268","0,244","2,352","2,299","9,216",,"0,0325","0,0906","0,22396"
"0,271","0,247","2,400","2,309","9,216",,"0,0328","0,0902","0,22500"
"0,273","0,249","2,352","2,318","9,216",,"0,0331","0,0900","0,22604"
"0,276","0,252","2,400","2,333","13,824",,"0,0335","0,0896","0,22708"
"0,278","0,254","2,400","2,342","9,216",,"0,0337","0,0894","0,22812"
"0,281","0,257","2,448","2,362","18,432",,"0,0343","0,0890","0,22917"
"0,283","0,259","2,400","2,371","9,216",,"0,0346","0,0888","0,23021"
"0,286","0,262","2,448","2,386","13,824",,"0,0350","0,0884","0,23125"
"0,289","0,264","2,448","2,400","13,824",,"0,0354","0,0880","0,23229"
"0,291","0,267","2,448","2,410","9,216",,"0,0357","0,0878","0,23333"
"0,294","0,269","2,448","2,419","9,216",,"0,0360","0,0874","0,23437"
"0,297","0,272","2,448","2,424","4,608",,"0,0361","0,0870","0,23542"
"0,299","0,275","2,448","2,434","9,216",,"0,0364","0,0868","0,23646"
"0,302","0,277","2,496","2,443","9,216",,"0,0367","0,0864","0,23750"
"0,304","0,280","2,448","2,448","4,608",,"0,0369","0,0862","0,23854"
"0,307","0,282","2,496","2,453","4,608",,"0,0370","0,0858","0,23958"
"0,310","0,285","2,496","2,462","9,216",,"0,0373","0,0854","0,24062"
"0,312","0,287","2,496","2,467","4,608",,"0,0374","0,0852","0,24167"
"0,315","0,290","2,496","2,472","4,608",,"0,0376","0,0848","0,24271"
"0,317","0,293","2,496","2,477","4,608",,"0,0377","0,0845","0,24375"
"0,320","0,295","2,496","2,482","4,608",,"0,0379","0,0842","0,24479"
"0,323","0,298","2,496","2,486","4,608",,"0,0380","0,0838","0,24583"
"0,326","0,301","2,544","2,496","9,216",,"0,0383","0,0834","0,24687"
"0,328","0,303","2,496","2,496","0,000",,"0,0383","0,0832","0,24792"
"0,331","0,306","2,544","2,506","9,216",,"0,0386","0,0828","0,24896"
"0,334","0,308","2,544","2,510","4,608",,"0,0388","0,0824","0,25000"
"0,337","0,311","2,592","2,520","9,216",,"0,0391","0,0821","0,25104"
"0,340","0,314","2,592","2,530","9,216",,"0,0394","0,0817","0,25208"
"0,343","0,317","2,592","2,539","9,216",,"0,0397","0,0813","0,25312"
"0,345","0,319","2,592","2,549","9,216",,"0,0400","0,0811","0,25417"
"0,348","0,322","2,592","2,558","9,216",,"0,0403","0,0807","0,25521"
"0,351","0,325","2,592","2,568","9,216",,"0,0406","0,0803","0,25625"
"0,354","0,327","2,640","2,578","9,216",,"0,0409","0,0800","0,25729"
"0,357","0,330","2,640","2,592","13,824",,"0,0413","0,0796","0,25833"
"0,360","0,333","2,688","2,606","13,824",,"0,0418","0,0792","0,25937"
"0,363","0,336","2,688","2,621","13,824",,"0,0422","0,0789","0,26042"
"0,366","0,339","2,688","2,630","9,216",,"0,0426","0,0785","0,26146"
"0,368","0,341","2,688","2,640","9,216",,"0,0429","0,0782","0,26250"
"0,371","0,344","2,688","2,650","9,216",,"0,0432","0,0779","0,26354"
"0,374","0,347","2,736","2,664","13,824",,"0,0436","0,0775","0,26458"
"0,377","0,350","2,736","2,678","13,824",,"0,0441","0,0771","0,26562"
"0,380","0,353","2,736","2,693","13,824",,"0,0446","0,0767","0,26667"
"0,383","0,356","2,736","2,702","9,216",,"0,0449","0,0764","0,26771"
"0,386","0,358","2,784","2,717","13,824",,"0,0454","0,0760","0,26875"
"0,389","0,361","2,784","2,726","9,216",,"0,0457","0,0756","0,26979"
"0,392","0,364","2,784","2,736","9,216",,"0,0460","0,0753","0,27083"
"0,396","0,367","2,832","2,750","13,824",,"0,0465","0,0748","0,27187"
"0,399","0,370","2,832","2,765","13,824",,"0,0470","0,0744","0,27292"
"0,402","0,373","2,832","2,779","13,824",,"0,0475","0,0740","0,27396"
"0,405","0,376","2,880","2,794","13,824",,"0,0480","0,0737","0,27500"
"0,408","0,379","2,880","2,808","13,824",,"0,0485","0,0733","0,27604"
"0,411","0,382","2,880","2,822","13,824",,"0,0490","0,0729","0,27708"
"0,414","0,385","2,880","2,837","13,824",,"0,0495","0,0725","0,27812"
"0,417","0,388","2,880","2,846","9,216",,"0,0498","0,0722","0,27917"
"0,421","0,391","2,928","2,861","13,824",,"0,0503","0,0717","0,28021"
"0,424","0,394","2,928","2,875","13,824",,"0,0508","0,0713","0,28125"
"0,427","0,397","2,928","2,885","9,216",,"0,0512","0,0709","0,28229"
"0,430","0,400","2,976","2,899","13,824",,"0,0517","0,0706","0,28333"
"0,433","0,403","2,976","2,914","13,824",,"0,0522","0,0702","0,28437"
"0,437","0,407","3,024","2,928","13,824",,"0,0527","0,0697","0,28542"
"0,440","0,410","3,024","2,942","13,824",,"0,0532","0,0693","0,28646"
"0,443","0,413","3,024","2,957","13,824",,"0,0538","0,0689","0,28750"
"0,447","0,416","3,072","2,976","18,432",,"0,0545","0,0685","0,28854"
"0,450","0,419","3,072","2,995","18,432",,"0,0552","0,0681","0,28958"
"0,453","0,422","3,072","3,010","13,824",,"0,0557","0,0677","0,29062"
"0,456","0,426","3,072","3,024","13,824",,"0,0562","0,0673","0,29167"
"0,460","0,429","3,072","3,038","13,824",,"0,0568","0,0668","0,29271"
"0,463","0,432","3,072","3,048","9,216",,"0,0571","0,0665","0,29375"
"0,466","0,435","3,072","3,058","9,216",,"0,0575","0,0661","0,29479"
"0,469","0,438","3,072","3,062","4,608",,"0,0577","0,0657","0,29583"
"0,473","0,442","3,120","3,072","9,216",,"0,0580","0,0652","0,29687"
"0,476","0,445","3,120","3,082","9,216",,"0,0584","0,0649","0,29792"
"0,479","0,448","3,120","3,086","4,608",,"0,0586","0,0645","0,29896"
"0,483","0,452","3,168","3,096","9,216",,"0,0589","0,0640","0,30000"
"0,486","0,455","3,120","3,101","4,608",,"0,0591","0,0636","0,30104"
"0,489","0,458","3,120","3,106","4,608",,"0,0593","0,0633","0,30208"
"0,493","0,461","3,168","3,115","9,216",,"0,0597","0,0628","0,30312"
"0,496","0,465","3,168","3,125","9,216",,"0,0601","0,0624","0,30417"
"0,500","0,468","3,216","3,139","13,824",,"0,0606","0,0619","0,30521"
"0,503","0,471","3,168","3,149","9,216",,"0,0610","0,0615","0,30625"
"0,507","0,475","3,216","3,158","9,216",,"0,0613","0,0610","0,30729"
"0,510","0,478","3,216","3,168","9,216",,"0,0617","0,0607","0,30833"
"0,513","0,481","3,168","3,173","4,608",,"0,0619","0,0603","0,30937"
"0,517","0,485","3,216","3,178","4,608",,"0,0621","0,0598","0,31042"
"0,520","0,488","3,216","3,187","9,216",,"0,0625","0,0594","0,31146"
"0,524","0,491","3,264","3,202","13,824",,"0,0630","0,0589","0,31250"
"0,528","0,495","3,264","3,211","9,216",,"0,0634","0,0584","0,31354"
"0,531","0,498","3,264","3,221","9,216",,"0,0638","0,0581","0,31458"
"0,535","0,502","3,312","3,230","9,216",,"0,0642","0,0576","0,31562"
"0,538","0,505","3,312","3,245","13,824",,"0,0648","0,0572","0,31667"
"0,542","0,509","3,312","3,254","9,216",,"0,0651","0,0567","0,31771"
"0,545","0,512","3,312","3,264","9,216",,"0,0655","0,0563","0,31875"
"0,549","0,515","3,360","3,283","18,432",,"0,0663","0,0558","0,31979"
"0,553","0,519","3,360","3,298","13,824",,"0,0669","0,0553","0,32083"
"0,556","0,522","3,360","3,312","13,824",,"0,0675","0,0550","0,32187"
"0,560","0,526","3,408","3,326","13,824",,"0,0680","0,0545","0,32292"
"0,564","0,530","3,408","3,341","13,824",,"0,0686","0,0540","0,32396"
"0,567","0,533","3,408","3,355","13,824",,"0,0692","0,0536","0,32500"
"0,571","0,537","3,408","3,365","9,216",,"0,0696","0,0531","0,32604"
"0,575","0,540","3,456","3,379","13,824",,"0,0702","0,0526","0,32708"
"0,579","0,544","3,456","3,394","13,824",,"0,0708","0,0521","0,32812"
"0,582","0,547","3,456","3,408","13,824",,"0,0714","0,0517","0,32917"
"0,586","0,551","3,504","3,422","13,824",,"0,0720","0,0512","0,33021"
"0,589","0,555","3,456","3,432","9,216",,"0,0724","0,0509","0,33125"
"0,593","0,558","3,504","3,446","13,824",,"0,0730","0,0504","0,33229"
"0,597","0,562","3,504","3,456","9,216",,"0,0735","0,0499","0,33333"
"0,601","0,566","3,504","3,466","9,216",,"0,0739","0,0494","0,33437"
"0,605","0,569","3,552","3,480","13,824",,"0,0745","0,0489","0,33542"
"0,609","0,573","3,552","3,494","13,824",,"0,0751","0,0484","0,33646"
"0,613","0,577","3,600","3,509","13,824",,"0,0757","0,0479","0,33750"
"0,617","0,581","3,600","3,523","13,824",,"0,0763","0,0474","0,33854"
"0,620","0,584","3,600","3,538","13,824",,"0,0770","0,0470","0,33958"
"0,624","0,588","3,600","3,547","9,216",,"0,0774","0,0465","0,34062"
"0,628","0,592","3,600","3,562","13,824",,"0,0780","0,0460","0,34167"
"0,632","0,596","3,648","3,576","13,824",,"0,0786","0,0456","0,34271"
"0,636","0,599","3,648","3,590","13,824",,"0,0793","0,0451","0,34375"
"0,640","0,603","3,648","3,605","13,824",,"0,0799","0,0446","0,34479"
"0,644","0,607","3,696","3,619","13,824",,"0,0806","0,0441","0,34583"
"0,648","0,611","3,696","3,634","13,824",,"0,0812","0,0436","0,34687"
"0,652","0,615","3,696","3,643","9,216",,"0,0816","0,0431","0,34792"
"0,656","0,619","3,696","3,653","9,216",,"0,0821","0,0426","0,34896"
"0,660","0,623","3,744","3,667","13,824",,"0,0827","0,0421","0,35000"
"0,664","0,626","3,744","3,682","13,824",,"0,0834","0,0416","0,35104"
"0,668","0,630","3,792","3,701","18,432",,"0,0842","0,0411","0,35208"
"0,672","0,634","3,792","3,715","13,824",,"0,0849","0,0406","0,35312"
"0,676","0,638","3,792","3,730","13,824",,"0,0855","0,0401","0,35417"
"0,680","0,642","3,792","3,744","13,824",,"0,0862","0,0396","0,35521"
"0,684","0,646","3,792","3,754","9,216",,"0,0867","0,0391","0,35625"
"0,688","0,650","3,792","3,763","9,216",,"0,0871","0,0386","0,35729"
"0,692","0,654","3,792","3,773","9,216",,"0,0875","0,0381","0,35833"
"0,697","0,658","3,840","3,787","13,824",,"0,0882","0,0375","0,35937"
"0,701","0,662","3,888","3,802","13,824",,"0,0889","0,0370","0,36042"
"0,705","0,666","3,888","3,816","13,824",,"0,0896","0,0365","0,36146"
"0,709","0,670","3,888","3,826","9,216",,"0,0900","0,0360","0,36250"
"0,713","0,674","3,888","3,835","9,216",,"0,0905","0,0355","0,36354"
"0,717","0,678","3,888","3,845","9,216",,"0,0909","0,0350","0,36458"
"0,721","0,682","3,888","3,854","9,216",,"0,0914","0,0345","0,36562"
"0,724","0,686","3,840","3,859","4,608",,"0,0916","0,0342","0,36667"
"0,729","0,690","3,888","3,869","9,216",,"0,0921","0,0335","0,36771"
"0,733","0,694","3,888","3,878","9,216",,"0,0925","0,0331","0,36875"
"0,738","0,699","3,936","3,888","9,216",,"0,0930","0,0324","0,36979"
"0,742","0,703","3,936","3,893","4,608",,"0,0932","0,0319","0,37083"
"0,747","0,707","3,984","3,902","9,216",,"0,0937","0,0313","0,37187"
"0,751","0,711","3,984","3,912","9,216",,"0,0941","0,0308","0,37292"
"0,755","0,715","3,984","3,922","9,216",,"0,0946","0,0303","0,37396"
"0,759","0,719","3,984","3,931","9,216",,"0,0950","0,0298","0,37500"
"0,764","0,723","4,032","3,946","13,824",,"0,0957","0,0292","0,37604"
"0,767","0,728","3,984","3,960","13,824",,"0,0964","0,0288","0,37708"
"0,772","0,732","4,032","3,974","13,824",,"0,0971","0,0282","0,37812"
"0,776","0,736","4,032","3,989","13,824",,"0,0978","0,0277","0,37917"
"0,780","0,740","3,984","3,994","4,608",,"0,0981","0,0272","0,38021"
"0,784","0,744","3,984","3,998","4,608",,"0,0983","0,0267","0,38125"
"0,789","0,749","4,032","4,003","4,608",,"0,0986","0,0261","0,38229"
"0,793","0,753","4,032","4,008","4,608",,"0,0988","0,0256","0,38333"
"0,798","0,757","4,080","4,018","9,216",,"0,0993","0,0250","0,38437"
"0,803","0,761","4,128","4,032","13,824",,"0,1000","0,0244","0,38542"
"0,807","0,766","4,128","4,042","9,216",,"0,1005","0,0239","0,38646"
"0,811","0,770","4,176","4,061","18,432",,"0,1014","0,0234","0,38750"
"0,816","0,774","4,176","4,075","13,824",,"0,1021","0,0228","0,38854"
"0,820","0,779","4,176","4,090","13,824",,"0,1029","0,0223","0,38958"
"0,824","0,783","4,128","4,104","13,824",,"0,1036","0,0218","0,39062"
"0,828","0,787","4,128","4,118","13,824",,"0,1043","0,0213","0,39167"
"0,833","0,792","4,128","4,128","9,216",,"0,1048","0,0207","0,39271"
"0,837","0,796","4,128","4,138","9,216",,"0,1053","0,0202","0,39375"
"0,842","0,800","4,176","4,147","9,216",,"0,1058","0,0196","0,39479"
"0,846","0,805","4,176","4,152","4,608",,"0,1060","0,0191","0,39583"
"0,851","0,809","4,176","4,157","4,608",,"0,1063","0,0184","0,39687"
"0,855","0,813","4,224","4,162","4,608",,"0,1065","0,0179","0,39792"
"0,860","0,818","4,224","4,166","4,608",,"0,1068","0,0173","0,39896"
"0,864","0,822","4,224","4,171","4,608",,"0,1070","0,0168","0,40000"
"0,869","0,827","4,272","4,186","13,824",,"0,1077","0,0162","0,40104"
"0,873","0,831","4,272","4,200","13,824",,"0,1085","0,0157","0,40208"
"0,878","0,835","4,272","4,214","13,824",,"0,1092","0,0151","0,40312"
"0,882","0,840","4,272","4,229","13,824",,"0,1100","0,0146","0,40417"
"0,887","0,844","4,272","4,238","9,216",,"0,1105","0,0140","0,40521"
"0,891","0,849","4,224","4,243","4,608",,"0,1107","0,0135","0,40625"
"0,896","0,853","4,272","4,253","9,216",,"0,1112","0,0129","0,40729"
"0,900","0,858","4,272","4,258","4,608",,"0,1115","0,0124","0,40833"
"0,905","0,862","4,272","4,262","4,608",,"0,1117","0,0118","0,40937"
"0,910","0,867","4,320","4,272","9,216",,"0,1122","0,0111","0,41042"
"0,915","0,871","4,368","4,282","9,216",,"0,1127","0,0105","0,41146"
"0,919","0,876","4,368","4,291","9,216",,"0,1132","0,0100","0,41250"
"0,923","0,880","4,320","4,296","4,608",,"0,1135","0,0095","0,41354"
"0,928","0,885","4,368","4,306","9,216",,"0,1140","0,0089","0,41458"
"0,932","0,889","4,320","4,310","4,608",,"0,1143","0,0084","0,41562"
"0,936","0,894","4,320","4,320","9,216",,"0,1148","0,0079","0,41667"
"0,942","0,898","4,368","4,330","9,216",,"0,1153","0,0072","0,41771"
"0,947","0,903","4,416","4,344","13,824",,"0,1161","0,0066","0,41875"
"0,952","0,907","4,416","4,358","13,824",,"0,1168","0,0059","0,41979"
"0,956","0,912","4,416","4,368","9,216",,"0,1173","0,0054","0,42083"
"0,960","0,917","4,368","4,368","0,000",,"0,1173","0,0050","0,42187"
"0,964","0,921","4,368","4,368","0,000",,"0,1173","0,0045","0,42292"
"0,969","0,926","4,368","4,373","4,608",,"0,1176","0,0038","0,42396"
"0,975","0,930","4,464","4,382","9,216",,"0,1181","0,0031","0,42500"
"0,978","0,935","4,368","4,387","4,608",,"0,1184","0,0027","0,42604"
"0,985","0,940","4,512","4,406","18,432",,"0,1194","0,0019","0,42708"
"0,989","0,944","4,464","4,416","9,216",,"0,1199","0,0014","0,42812"
"0,993","0,949","4,464","4,421","4,608",,"0,1202","0,0009","0,42917"
"0,998","0,954","4,464","4,426","4,608",,"0,1205","0,0002","0,43021"
"1,003","0,958","4,464","4,430","4,608",,"0,1207","-0,0004","0,43125"
